molecule_chembl_id,target_chembl_id,pchembl_value,canonical_smiles,protein
CHEMBL453130,CHEMBL2095188,6.19,CCn1cnc2ccc3nc(C(=N)OC(C)C)sc3c2c1=O,COX1
CHEMBL453131,CHEMBL2095188,6.82,CCCCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1,COX1
CHEMBL453132,CHEMBL2095188,6.77,CCn1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O,COX1
CHEMBL453133,CHEMBL2095188,6.52,CCn1cnc2ccc3nc(C(=N)OCCc4ccccc4)sc3c2c1=O,COX1
CHEMBL454126,CHEMBL2095188,6.58,CC(C)OC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,COX1
CHEMBL454130,CHEMBL2095188,5.62,CCn1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,COX1
CHEMBL4544238,CHEMBL2095188,7.51,COc1ccc(-c2ccnc3[nH]c(-c4ccc(C(=O)N5CCCCC5)cc4)nc23)cc1,COX1
CHEMBL45477,CHEMBL2095188,5.32,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc([N+](=O)[O-])cc2)C3=O)CC1,COX1
CHEMBL4562585,CHEMBL2095188,8.52,CCSc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(N4CCCC4)cc3)nc12,COX1
CHEMBL4566900,CHEMBL2095188,7.89,O=C(NCCCn1ccnc1)c1ccnc2[nH]c(-c3ccc(C(F)(F)F)cc3)nc12,COX1
CHEMBL461739,CHEMBL2095188,6.28,CC(C)n1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,COX1
CHEMBL46181,CHEMBL2095188,5.76,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(N4CCN(C)CC4)cc2)C3=O)CC1,COX1
CHEMBL48362,CHEMBL2095188,5.43,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(S(N)(=O)=O)cc2)C3=O)CC1,COX1
CHEMBL485053,CHEMBL2095188,4.82,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1N,COX1
CHEMBL48614,CHEMBL2095188,5.0,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,COX1
CHEMBL493657,CHEMBL2095188,5.54,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1,COX1
CHEMBL50,CHEMBL2095188,5.68,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,COX1
CHEMBL506669,CHEMBL2095188,5.68,CCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1,COX1
CHEMBL5085086,CHEMBL2095188,5.35,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1C,COX1
CHEMBL50894,CHEMBL2095188,8.4,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,COX1
CHEMBL510863,CHEMBL2095188,6.82,CCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,COX1
CHEMBL51709,CHEMBL2095188,5.38,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2)C3=O)CC1,COX1
CHEMBL5174733,CHEMBL2095188,9.22,[11CH3]Oc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)c3)ccnc2c1,COX1
CHEMBL5176600,CHEMBL2095188,8.31,[11CH3]N1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,COX1
CHEMBL5190086,CHEMBL2095188,8.77,CCn1cc(C2=C(c3cccc(OCC[18F])c3)C(=O)NC2=O)c2cc(F)ccc21,COX1
CHEMBL5191815,CHEMBL2095188,6.42,C.O=c1oc2cc(O)ccc2c2c1[nH]c1ccccc12,COX1
CHEMBL521868,CHEMBL2095188,6.5,Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN(CCO)CCO,COX1
CHEMBL522503,CHEMBL2095188,6.16,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCO)CC1,COX1
CHEMBL523714,CHEMBL2095188,6.82,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCNCC1,COX1
CHEMBL5278465,CHEMBL2095188,6.7,O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,COX1
CHEMBL5401931,CHEMBL2095188,7.52,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccncc2)n1,COX1
CHEMBL5402829,CHEMBL2095188,7.47,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,COX1
CHEMBL5403642,CHEMBL2095188,5.33,COC[C@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,COX1
CHEMBL5404070,CHEMBL2095188,7.01,Cc1cc(C#N)ccc1Nc1nccc(C(=O)Nc2cnccc2-c2ccccc2)n1,COX1
CHEMBL5404581,CHEMBL2095188,7.92,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)cc1,COX1
CHEMBL5406672,CHEMBL2095188,5.05,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1C1CC1,COX1
CHEMBL5407971,CHEMBL2095188,8.0,CS(=O)(=O)c1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)cc1,COX1
CHEMBL5408047,CHEMBL2095188,5.09,CC(C)C[C@@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,COX1
CHEMBL5409061,CHEMBL2095188,8.85,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3OCC(F)(F)F)n2)cc1,COX1
CHEMBL5409415,CHEMBL2095188,5.78,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccc(Cl)cc2)c1,COX1
CHEMBL5410129,CHEMBL2095188,7.34,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2cccnc2)n1,COX1
CHEMBL5412105,CHEMBL2095188,5.63,CC(C)C[C@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,COX1
CHEMBL5413819,CHEMBL2095188,7.31,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccc(C(F)(F)F)cn2)c1,COX1
CHEMBL5414551,CHEMBL2095188,7.16,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccc(Cl)cc2)n1,COX1
CHEMBL5414726,CHEMBL2095188,7.46,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccccc2)n1,COX1
CHEMBL5416472,CHEMBL2095188,7.89,O=C(Nc1cnccc1OCC(F)(F)F)c1ccnc(Nc2ccccc2)n1,COX1
CHEMBL5417065,CHEMBL2095188,7.11,O=C(Nc1cncnc1OCC(F)(F)F)c1ccnc(Nc2ccccc2)n1,COX1
CHEMBL5418606,CHEMBL2095188,7.77,COc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)cc1F,COX1
CHEMBL5419652,CHEMBL2095188,8.0,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,COX1
CHEMBL5420646,CHEMBL2095188,6.62,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccc(C(F)(F)F)cc2)n1,COX1
CHEMBL5422112,CHEMBL2095188,7.13,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(OC(F)F)cc2)n1,COX1
CHEMBL5422776,CHEMBL2095188,8.0,O=C(Nc1cnccc1OCC(F)(F)F)c1ccnc(Nc2ccc(C(F)(F)F)cc2)n1,COX1
CHEMBL5424348,CHEMBL2095188,7.0,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccccc2)n1,COX1
CHEMBL5426285,CHEMBL2095188,5.7,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,COX1
CHEMBL5428013,CHEMBL2095188,7.66,N#Cc1ccc(Nc2nccc(C(=O)Nc3cncnc3OCC(F)(F)F)n2)cc1,COX1
CHEMBL5428489,CHEMBL2095188,6.33,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)c(Cl)c1,COX1
CHEMBL5429359,CHEMBL2095188,5.37,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3n2)C(=O)N1,COX1
CHEMBL5431425,CHEMBL2095188,7.0,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(C(F)(F)F)cc2)n1,COX1
CHEMBL5432510,CHEMBL2095188,7.11,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(Cl)cc2)n1,COX1
CHEMBL5433334,CHEMBL2095188,5.1,CCN1C(=O)/C(=C/c2ccc3ncsc3c2)N=C1N[C@@H](COC)CC(C)C,COX1
CHEMBL5433893,CHEMBL2095188,6.68,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccc(OC(F)(F)F)cc2)n1,COX1
CHEMBL5434002,CHEMBL2095188,6.09,O=C(Nc1cnccc1OCC(F)(F)F)c1ccnc(Nc2ccc(C(F)(F)F)cc2)c1,COX1
CHEMBL5434336,CHEMBL2095188,6.46,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2c(F)cc(Cl)cc2F)n1,COX1
CHEMBL5435368,CHEMBL2095188,7.22,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccc(OC(F)F)cc2)n1,COX1
CHEMBL5436595,CHEMBL2095188,7.15,Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)cc1,COX1
CHEMBL5437994,CHEMBL2095188,8.07,O=C(Nc1cnccc1N1CCC(F)(F)CC1)c1ccnc(Nc2ccccc2)n1,COX1
CHEMBL5438689,CHEMBL2095188,7.3,COc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)cc1,COX1
CHEMBL5440672,CHEMBL2095188,7.7,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccccc3)n2)cc1Cl,COX1
CHEMBL608552,CHEMBL2095188,6.0,CCN(CC)CCCNc1nc2ccccc2c2[nH]c3ccc(OC)cc3c12,COX1
CHEMBL63727,CHEMBL2095188,7.0,C(=N/Nc1ncnc2c1cnn2-c1ccccc1)\c1ccncc1,COX1
CHEMBL65884,CHEMBL2095188,8.1,COc1cccc(-n2ncc3c(N/N=C/c4ccc(F)cc4)ncnc32)c1,COX1
CHEMBL65944,CHEMBL2095188,8.4,C(=N/Nc1ncnc2c1cnn2-c1cccc2[nH]cnc12)\c1ccncc1,COX1
CHEMBL65988,CHEMBL2095188,7.5,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)O)cc4)ncnc32)c1,COX1
CHEMBL66072,CHEMBL2095188,8.3,O=C(O)c1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc3[nH]cnc23)cc1,COX1
CHEMBL66292,CHEMBL2095188,8.6,COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,COX1
CHEMBL66860,CHEMBL2095188,8.2,Fc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc3[nH]cnc23)cc1,COX1
CHEMBL66993,CHEMBL2095188,7.7,CN(C)CCNC(=O)c1ccc(/C=N/Nc2ncnc3c2cnn3-c2ccccc2)cc1,COX1
CHEMBL67374,CHEMBL2095188,7.8,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1,COX1
CHEMBL69687,CHEMBL2095188,8.3,CS(=O)(=O)c1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc3[nH]cnc23)cc1,COX1
CHEMBL74133,CHEMBL2095188,5.52,Oc1ccc(-c2[nH]c3nccnc3c2CC2CC2)cc1,COX1
CHEMBL75680,CHEMBL2095188,6.19,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,COX1
CHEMBL76740,CHEMBL2095188,5.96,COc1ccc(-c2[nH]c3nccnc3c2CC2CC2)cc1,COX1
CHEMBL76741,CHEMBL2095188,5.0,CCCCCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,COX1
CHEMBL76941,CHEMBL2095188,6.22,C=CCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,COX1
CHEMBL76942,CHEMBL2095188,5.6,COc1ccc(-c2[nH]c3nccnc3c2CCCCl)cc1,COX1
CHEMBL77002,CHEMBL2095188,4.22,COc1cc(OC)cc(-c2cc3[nH]ccnc-3n2)c1,COX1
CHEMBL77066,CHEMBL2095188,5.96,COc1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL77095,CHEMBL2095188,5.74,CCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,COX1
CHEMBL77210,CHEMBL2095188,5.14,FC(F)(F)c1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL77211,CHEMBL2095188,5.22,Brc1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL77217,CHEMBL2095188,6.12,CC(C)c1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,COX1
CHEMBL77264,CHEMBL2095188,6.34,COc1ccc(-c2[nH]c3nccnc3c2C)cc1,COX1
CHEMBL77458,CHEMBL2095188,4.92,CN(C)c1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL77469,CHEMBL2095188,6.0,c1ccc(Cc2c(-c3ccccc3)[nH]c3nccnc23)cc1,COX1
CHEMBL77540,CHEMBL2095188,6.3,Cc1c(-c2ccc(OS(=O)(=O)N(C)C)cc2)[nH]c2nccnc12,COX1
CHEMBL77584,CHEMBL2095188,5.19,Oc1ccccc1-c1cc2[nH]ccnc-2n1,COX1
CHEMBL77590,CHEMBL2095188,5.48,COc1ccccc1-c1cc2[nH]ccnc-2n1,COX1
CHEMBL77641,CHEMBL2095188,6.28,Cc1c(-c2ccc(O)cc2)[nH]c2nccnc12,COX1
CHEMBL77697,CHEMBL2095188,5.32,N#Cc1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL77947,CHEMBL2095188,5.17,COc1ccc(-c2[nH]c3nccnc3c2CC2CCCCC2)cc1,COX1
CHEMBL78165,CHEMBL2095188,5.77,Cc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,COX1
CHEMBL80644,CHEMBL2095188,5.5,COc1cccc(-c2cc3[nH]ccnc-3n2)c1,COX1
CHEMBL80785,CHEMBL2095188,5.92,Oc1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL85398,CHEMBL2095188,4.0,O=C1CSC(=O)N1,COX1
CHEMBL118,CHEMBL2094253,7.05,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COX2
CHEMBL118462,CHEMBL2094253,4.85,c1ccc(CNc2nc(-c3ccncc3)nc3ccccc23)cc1,COX2
CHEMBL118944,CHEMBL2094253,4.29,c1ccc(CNc2nc(-n3ccnc3)nc3ccccc23)cc1,COX2
CHEMBL119841,CHEMBL2094253,4.3,c1ccc(CNc2nc(-c3cccnc3)nc3ccccc23)cc1,COX2
CHEMBL122193,CHEMBL2094253,6.1,CC(C)(C)c1cc(-c2n[nH]c(=S)s2)cc(C(C)(C)C)c1O.C[N+](C)(C)CCO,COX2
CHEMBL128012,CHEMBL2094253,4.15,O=C(/C=C/c1ccc(O)c(O)c1)c1ccccc1Cl,COX2
CHEMBL130640,CHEMBL2094253,4.2,COc1cc(/C=C/C(=O)c2ccccc2O)ccc1O,COX2
CHEMBL146730,CHEMBL2094253,5.3,CN(O)C(=O)/C=C/c1cccc(Oc2ccccc2)c1,COX2
CHEMBL162358,CHEMBL2094253,4.36,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,COX2
CHEMBL19657,CHEMBL2094253,6.4,Cn1c2c(c3cc(O)ccc31)CCCCC2,COX2
CHEMBL196996,CHEMBL2094253,6.41,CC(C)(C)c1cc(/C=C2/SC(N)=NC2=O)cc(C(C)(C)C)c1O,COX2
CHEMBL2040589,CHEMBL2094253,4.33,Oc1cc2cc(c1O)Oc1ccc(cc1)CCc1cccc(O)c1Oc1cccc(c1)CC2,COX2
CHEMBL2040590,CHEMBL2094253,4.24,COC1Cc2cccc(c2)Oc2c(O)cccc2CCc2ccc(cc2)Oc2cc1cc(O)c2O,COX2
CHEMBL2040593,CHEMBL2094253,4.25,Oc1cc2cc(c1O)Oc1ccc(cc1)CCc1ccc(O)c(O)c1Oc1cccc(c1)CC2,COX2
CHEMBL25,CHEMBL2094253,4.82,CC(=O)Oc1ccccc1C(=O)O,COX2
CHEMBL266100,CHEMBL2094253,7.47,CC(C)(C)c1cc(/C=C/c2cccs2)cc(C(C)(C)C)c1O,COX2
CHEMBL274642,CHEMBL2094253,5.24,NC1=NN(c2cccc(C(F)(F)F)c2)CC1,COX2
CHEMBL291710,CHEMBL2094253,5.5,Cc1ccc(/C=C/c2cc(C)c(O)c(C)c2)cc1,COX2
CHEMBL292136,CHEMBL2094253,6.96,Cc1cc(CCc2cccs2)cc(C)c1O,COX2
CHEMBL293755,CHEMBL2094253,5.89,Cc1cc(/C=C/c2ccc(Cl)s2)cc(C)c1O,COX2
CHEMBL293825,CHEMBL2094253,5.85,CCc1cc(/C=C/c2cccs2)cc(OC)c1O,COX2
CHEMBL295991,CHEMBL2094253,4.57,O=C(O)c1ccc(CN2C(=O)C=CC2=O)cc1,COX2
CHEMBL297332,CHEMBL2094253,5.05,CCCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL298171,CHEMBL2094253,4.4,O=C(O)CCCCCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL298573,CHEMBL2094253,4.3,Cc1ccccc1CN1C(=O)C=CC1=O,COX2
CHEMBL300159,CHEMBL2094253,5.96,COc1ccccc1/C=C/c1cc(C)c(O)c(C)c1,COX2
CHEMBL300982,CHEMBL2094253,6.8,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,COX2
CHEMBL301304,CHEMBL2094253,6.0,CCCC/C(=C\c1cc(C)c(O)c(C)c1)c1ccc(F)cc1,COX2
CHEMBL313245,CHEMBL2094253,4.6,CC(C)(C)c1cc(-c2cn3ncc(=O)nc3s2)cc(C(C)(C)C)c1O,COX2
CHEMBL314337,CHEMBL2094253,8.7,CC(C)(C)CC(=O)c1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,COX2
CHEMBL314360,CHEMBL2094253,5.5,CC(=O)N(O)C/C=C/c1cccc(Oc2ccccc2)c1,COX2
CHEMBL339587,CHEMBL2094253,4.36,O=C(/C=C/c1ccc(O)c(O)c1)c1ccccc1O,COX2
CHEMBL411317,CHEMBL2094253,4.27,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1O)CCc1ccc-2c(O)c1,COX2
CHEMBL413324,CHEMBL2094253,5.51,COc1cc(/C=C/c2cccs2)cc(C)c1O,COX2
CHEMBL414824,CHEMBL2094253,6.58,CC(C)(C)c1cc(/C=C/c2cccnc2)cc(C(C)(C)C)c1O,COX2
CHEMBL4161755,CHEMBL2094253,7.3,COc1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O,COX2
CHEMBL4162061,CHEMBL2094253,7.48,CS(=O)(=O)c1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CCCC1=O,COX2
CHEMBL4165597,CHEMBL2094253,7.42,CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1,COX2
CHEMBL4169030,CHEMBL2094253,7.36,COc1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CC(C)(C)CC1=O,COX2
CHEMBL4169347,CHEMBL2094253,7.64,CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1=O,COX2
CHEMBL4172740,CHEMBL2094253,7.47,CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1=O,COX2
CHEMBL4173526,CHEMBL2094253,7.57,CS(=O)(=O)c1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CCCC1,COX2
CHEMBL417379,CHEMBL2094253,6.12,Cc1cc(/C=C/c2ccc(Cl)cc2)cc(C)c1O,COX2
CHEMBL4176892,CHEMBL2094253,7.39,COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O,COX2
CHEMBL4177185,CHEMBL2094253,7.55,CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1,COX2
CHEMBL434783,CHEMBL2094253,5.89,CCCc1cc(/C=C/c2cccs2)cc(OC)c1O,COX2
CHEMBL435907,CHEMBL2094253,7.52,COc1ccc(-n2nc(C#CC(C)N(O)C(C)=O)cc2-c2ccc(Cl)cc2)cc1,COX2
CHEMBL440480,CHEMBL2094253,6.11,Cc1ccc(/C=C/c2cc(C)c(O)c(C)c2)s1,COX2
CHEMBL44376,CHEMBL2094253,4.54,CC(=O)Oc1ccc(N2C(=O)C=CC2=O)cc1C(=O)O,COX2
CHEMBL4640352,CHEMBL2094253,4.58,C=C(C)[C@H]1Cc2c(CCc3ccccc3)cc(O)c(O)c2O1,COX2
CHEMBL4645665,CHEMBL2094253,4.4,C[C@]12COc3cc(CCc4ccccc4)c(C(=O)O)c(O)c3[C@H]1C2,COX2
CHEMBL47299,CHEMBL2094253,4.92,CCCCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL47644,CHEMBL2094253,7.0,O=C(O)CCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL47697,CHEMBL2094253,4.85,CCCCCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL48092,CHEMBL2094253,5.0,O=C(O)CCCCCc1cccc2cncn12,COX2
CHEMBL49831,CHEMBL2094253,4.43,O=C(O)CCCCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL49832,CHEMBL2094253,4.58,O=C(O)CCCCCCCCN1C(=O)C=CC1=O,COX2
CHEMBL5271282,CHEMBL2094253,4.4,CC1=CCc2c(cc(CCc3ccccc3)c(C(=O)O)c2O)OC1,COX2
CHEMBL5273538,CHEMBL2094253,4.34,COc1cc(CCc2cccc(Oc3c(O)cccc3CCC3=CCC(O)C=C3)c2)cc(O)c1O,COX2
CHEMBL54221,CHEMBL2094253,5.82,COc1ccc(/C=C/c2cc(C)c(O)c(C)c2)cc1,COX2
CHEMBL55217,CHEMBL2094253,4.96,Cc1cc(/C=C/c2cccnc2)cc(C)c1O,COX2
CHEMBL55293,CHEMBL2094253,5.85,Cc1cc(/C=C/c2ccc(C(C)C)cc2)cc(C)c1O,COX2
CHEMBL55448,CHEMBL2094253,6.4,Cc1cc(/C=C/c2csc3ccccc23)cc(C)c1O,COX2
CHEMBL55680,CHEMBL2094253,6.72,CCCOc1ccc(/C=C/c2cc(C)c(O)c(C)c2)cc1,COX2
CHEMBL55737,CHEMBL2094253,6.23,Cc1cc(/C=C/c2cccc3ccccc23)cc(C)c1O,COX2
CHEMBL55960,CHEMBL2094253,5.38,Cc1cc(/C=C/c2ccccc2)cc(C)c1O,COX2
CHEMBL56009,CHEMBL2094253,6.2,C/C(=C\c1cc(C)c(O)c(C)c1)c1ccc(F)cc1,COX2
CHEMBL56039,CHEMBL2094253,5.6,Cc1cc(/C=C/c2ccccn2)cc(C)c1O,COX2
CHEMBL56422,CHEMBL2094253,6.0,Cc1cc(/C=C/c2cc(F)cc(F)c2)cc(C)c1O,COX2
CHEMBL56461,CHEMBL2094253,5.6,Cc1cccc(/C=C/c2cc(C)c(O)c(C)c2)c1,COX2
CHEMBL56551,CHEMBL2094253,6.29,CCc1ccc(/C=C/c2cc(C)c(O)c(C)c2)cc1,COX2
CHEMBL56563,CHEMBL2094253,6.52,Cc1cc(CCc2ccc(F)cc2)cc(C)c1O,COX2
CHEMBL56576,CHEMBL2094253,5.89,Cc1ccc(C)c(/C=C/c2cc(C)c(O)c(C)c2)c1,COX2
CHEMBL56798,CHEMBL2094253,6.11,Cc1cc(/C=C/c2cccs2)cc(C)c1O,COX2
CHEMBL56833,CHEMBL2094253,6.14,C=CCc1cc(/C=C/c2cccs2)cc(C)c1O,COX2
CHEMBL57358,CHEMBL2094253,5.89,Cc1cc(/C=C/c2ccc(F)cc2)cc(C)c1O,COX2
CHEMBL58987,CHEMBL2094253,6.15,Cc1cc(/C=C/c2ccc(F)cc2F)cc(C)c1O,COX2
CHEMBL58990,CHEMBL2094253,6.64,Cc1cc(/C=C/c2cccs2)cc(Cl)c1O,COX2
CHEMBL6,CHEMBL2094253,8.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COX2
CHEMBL61608,CHEMBL2094253,4.66,CC(=O)N(O)Cc1ccc(OCc2ccccc2)cc1,COX2
CHEMBL622,CHEMBL2094253,7.27,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,COX2
CHEMBL7660,CHEMBL2094253,4.92,O=C1CCN(c2ccccc2)N1,COX2
CHEMBL8562,CHEMBL2094253,6.96,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc(C(C)(C)C)c1O,COX2
CHEMBL8636,CHEMBL2094253,5.0,Cc1ccc(/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,COX2
CHEMBL8747,CHEMBL2094253,5.28,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,COX2
CHEMBL8813,CHEMBL2094253,6.21,CC(C)(C)c1cc(/C=C/c2ccc(F)cc2)cc(C(C)(C)C)c1O,COX2
CHEMBL8846,CHEMBL2094253,8.24,CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,COX2
